community_code,year,crime_type,crime_count,population,occupied_dwellings,persons_per_unit,sector,comm_structure,crime_rate_per_1000
BRAESIDE,2022,Violence  'Other' (Non-domestic),8,,,,,,
BRAESIDE,2023,Assault (Non-domestic),12,,,,,,
BRAESIDE,2023,Break & Enter - Commercial,7,,,,,,
BRAESIDE,2023,Break & Enter - Dwelling,3,,,,,,
BRAESIDE,2023,Break & Enter - Other Premises,7,,,,,,
BRAESIDE,2023,Street Robbery,1,,,,,,
BRAESIDE,2023,Theft FROM Vehicle,30,,,,,,
BRAESIDE,2023,Theft OF Vehicle,17,,,,,,
BRAESIDE,2023,Violence  'Other' (Non-domestic),11,,,,,,
BRAESIDE,2024,Assault (Non-domestic),10,,,,,,
BRAESIDE,2024,Break & Enter - Commercial,2,,,,,,
BRAESIDE,2024,Break & Enter - Dwelling,3,,,,,,
BRAESIDE,2024,Break & Enter - Other Premises,1,,,,,,
BRAESIDE,2024,Commercial Robbery,4,,,,,,
BRAESIDE,2024,Street Robbery,2,,,,,,
BRAESIDE,2024,Theft FROM Vehicle,17,,,,,,
BRAESIDE,2024,Theft OF Vehicle,6,,,,,,
BRAESIDE,2024,Violence  'Other' (Non-domestic),5,,,,,,
BRENTWOOD,2018,Assault (Non-domestic),26,,,,,,
BRENTWOOD,2018,Break & Enter - Commercial,38,,,,,,
BRENTWOOD,2018,Break & Enter - Dwelling,5,,,,,,
BRENTWOOD,2018,Break & Enter - Other Premises,18,,,,,,
BRENTWOOD,2018,Commercial Robbery,8,,,,,,
BRENTWOOD,2018,Street Robbery,9,,,,,,
BRENTWOOD,2018,Theft FROM Vehicle,84,,,,,,
BRENTWOOD,2018,Theft OF Vehicle,41,,,,,,
BRENTWOOD,2018,Violence  'Other' (Non-domestic),11,,,,,,
BRENTWOOD,2019,Assault (Non-domestic),37,,,,,,
BRENTWOOD,2019,Break & Enter - Commercial,42,,,,,,
BRENTWOOD,2019,Break & Enter - Dwelling,9,,,,,,
BRENTWOOD,2019,Break & Enter - Other Premises,16,,,,,,
BRENTWOOD,2019,Commercial Robbery,7,,,,,,
BRENTWOOD,2019,Street Robbery,7,,,,,,
BRENTWOOD,2019,Theft FROM Vehicle,77,,,,,,
BRENTWOOD,2019,Theft OF Vehicle,34,,,,,,
BRENTWOOD,2019,Violence  'Other' (Non-domestic),8,,,,,,
BRENTWOOD,2020,Assault (Non-domestic),23,,,,,,
BRENTWOOD,2020,Break & Enter - Commercial,35,,,,,,
BRENTWOOD,2020,Break & Enter - Dwelling,5,,,,,,
BRENTWOOD,2020,Break & Enter - Other Premises,28,,,,,,
BRENTWOOD,2020,Commercial Robbery,5,,,,,,
BRENTWOOD,2020,Street Robbery,3,,,,,,
BRENTWOOD,2020,Theft FROM Vehicle,112,,,,,,
BRENTWOOD,2020,Theft OF Vehicle,21,,,,,,
BRENTWOOD,2020,Violence  'Other' (Non-domestic),5,,,,,,
BRENTWOOD,2021,Assault (Non-domestic),28,,,,,,
BRENTWOOD,2021,Break & Enter - Commercial,33,,,,,,
BRENTWOOD,2021,Break & Enter - Dwelling,4,,,,,,
BRENTWOOD,2021,Break & Enter - Other Premises,32,,,,,,
BRENTWOOD,2021,Commercial Robbery,6,,,,,,
BRENTWOOD,2021,Street Robbery,6,,,,,,
BRENTWOOD,2021,Theft FROM Vehicle,91,,,,,,
BRENTWOOD,2021,Theft OF Vehicle,27,,,,,,
BRENTWOOD,2021,Violence  'Other' (Non-domestic),10,,,,,,
BRENTWOOD,2022,Assault (Non-domestic),32,,,,,,
BRENTWOOD,2022,Break & Enter - Commercial,45,,,,,,
BRENTWOOD,2022,Break & Enter - Dwelling,8,,,,,,
BRENTWOOD,2022,Break & Enter - Other Premises,40,,,,,,
BRENTWOOD,2022,Commercial Robbery,13,,,,,,
BRENTWOOD,2022,Street Robbery,6,,,,,,
BRENTWOOD,2022,Theft FROM Vehicle,124,,,,,,
BRENTWOOD,2022,Theft OF Vehicle,35,,,,,,
BRENTWOOD,2022,Violence  'Other' (Non-domestic),12,,,,,,
BRENTWOOD,2023,Assault (Non-domestic),33,,,,,,
BRENTWOOD,2023,Break & Enter - Commercial,33,,,,,,
BRENTWOOD,2023,Break & Enter - Dwelling,7,,,,,,
BRENTWOOD,2023,Break & Enter - Other Premises,13,,,,,,
BRENTWOOD,2023,Commercial Robbery,10,,,,,,
BRENTWOOD,2023,Street Robbery,4,,,,,,
BRENTWOOD,2023,Theft FROM Vehicle,51,,,,,,
BRENTWOOD,2023,Theft OF Vehicle,31,,,,,,
BRENTWOOD,2023,Violence  'Other' (Non-domestic),10,,,,,,
BRENTWOOD,2024,Assault (Non-domestic),28,,,,,,
BRENTWOOD,2024,Break & Enter - Commercial,21,,,,,,
BRENTWOOD,2024,Break & Enter - Dwelling,8,,,,,,
BRENTWOOD,2024,Break & Enter - Other Premises,4,,,,,,
BRENTWOOD,2024,Commercial Robbery,10,,,,,,
BRENTWOOD,2024,Street Robbery,2,,,,,,
BRENTWOOD,2024,Theft FROM Vehicle,33,,,,,,
BRENTWOOD,2024,Theft OF Vehicle,21,,,,,,
BRENTWOOD,2024,Violence  'Other' (Non-domestic),8,,,,,,
BRIDGELAND/RIVERSIDE,2018,Assault (Non-domestic),38,,,,,,
BRIDGELAND/RIVERSIDE,2018,Break & Enter - Commercial,91,,,,,,
BRIDGELAND/RIVERSIDE,2018,Break & Enter - Dwelling,21,,,,,,
BRIDGELAND/RIVERSIDE,2018,Break & Enter - Other Premises,25,,,,,,
BRIDGELAND/RIVERSIDE,2018,Commercial Robbery,6,,,,,,
BRIDGELAND/RIVERSIDE,2018,Street Robbery,6,,,,,,
BRIDGELAND/RIVERSIDE,2018,Theft FROM Vehicle,82,,,,,,
BRIDGELAND/RIVERSIDE,2018,Theft OF Vehicle,35,,,,,,
BRIDGELAND/RIVERSIDE,2018,Violence  'Other' (Non-domestic),20,,,,,,
BRIDGELAND/RIVERSIDE,2019,Assault (Non-domestic),41,,,,,,
BRIDGELAND/RIVERSIDE,2019,Break & Enter - Commercial,72,,,,,,
BRIDGELAND/RIVERSIDE,2019,Break & Enter - Dwelling,15,,,,,,
BRIDGELAND/RIVERSIDE,2019,Break & Enter - Other Premises,33,,,,,,
BRIDGELAND/RIVERSIDE,2019,Commercial Robbery,5,,,,,,
BRIDGELAND/RIVERSIDE,2019,Street Robbery,8,,,,,,
BRIDGELAND/RIVERSIDE,2019,Theft FROM Vehicle,126,,,,,,
BRIDGELAND/RIVERSIDE,2019,Theft OF Vehicle,44,,,,,,
BRIDGELAND/RIVERSIDE,2019,Violence  'Other' (Non-domestic),9,,,,,,
BRIDGELAND/RIVERSIDE,2020,Assault (Non-domestic),39,,,,,,
BRIDGELAND/RIVERSIDE,2020,Break & Enter - Commercial,77,,,,,,
BRIDGELAND/RIVERSIDE,2020,Break & Enter - Dwelling,11,,,,,,
BRIDGELAND/RIVERSIDE,2020,Break & Enter - Other Premises,28,,,,,,
BRIDGELAND/RIVERSIDE,2020,Commercial Robbery,5,,,,,,
BRIDGELAND/RIVERSIDE,2020,Street Robbery,6,,,,,,
BRIDGELAND/RIVERSIDE,2020,Theft FROM Vehicle,152,,,,,,
BRIDGELAND/RIVERSIDE,2020,Theft OF Vehicle,48,,,,,,
BRIDGELAND/RIVERSIDE,2020,Violence  'Other' (Non-domestic),18,,,,,,
BRIDGELAND/RIVERSIDE,2021,Assault (Non-domestic),37,,,,,,
BRIDGELAND/RIVERSIDE,2021,Break & Enter - Commercial,60,,,,,,
BRIDGELAND/RIVERSIDE,2021,Break & Enter - Dwelling,6,,,,,,
BRIDGELAND/RIVERSIDE,2021,Break & Enter - Other Premises,23,,,,,,
BRIDGELAND/RIVERSIDE,2021,Commercial Robbery,4,,,,,,
BRIDGELAND/RIVERSIDE,2021,Street Robbery,4,,,,,,
BRIDGELAND/RIVERSIDE,2021,Theft FROM Vehicle,81,,,,,,
BRIDGELAND/RIVERSIDE,2021,Theft OF Vehicle,29,,,,,,
BRIDGELAND/RIVERSIDE,2021,Violence  'Other' (Non-domestic),18,,,,,,
BRIDGELAND/RIVERSIDE,2022,Assault (Non-domestic),33,,,,,,
BRIDGELAND/RIVERSIDE,2022,Break & Enter - Commercial,115,,,,,,
BRIDGELAND/RIVERSIDE,2022,Break & Enter - Dwelling,23,,,,,,
BRIDGELAND/RIVERSIDE,2022,Break & Enter - Other Premises,27,,,,,,
BRIDGELAND/RIVERSIDE,2022,Commercial Robbery,10,,,,,,
BRIDGELAND/RIVERSIDE,2022,Street Robbery,4,,,,,,
BRIDGELAND/RIVERSIDE,2022,Theft FROM Vehicle,114,,,,,,
BRIDGELAND/RIVERSIDE,2022,Theft OF Vehicle,40,,,,,,
BRIDGELAND/RIVERSIDE,2022,Violence  'Other' (Non-domestic),11,,,,,,
BRIDGELAND/RIVERSIDE,2023,Assault (Non-domestic),40,,,,,,
BRIDGELAND/RIVERSIDE,2023,Break & Enter - Commercial,60,,,,,,
BRIDGELAND/RIVERSIDE,2023,Break & Enter - Dwelling,17,,,,,,
BRIDGELAND/RIVERSIDE,2023,Break & Enter - Other Premises,32,,,,,,
BRIDGELAND/RIVERSIDE,2023,Commercial Robbery,5,,,,,,
BRIDGELAND/RIVERSIDE,2023,Street Robbery,11,,,,,,
BRIDGELAND/RIVERSIDE,2023,Theft FROM Vehicle,111,,,,,,
BRIDGELAND/RIVERSIDE,2023,Theft OF Vehicle,49,,,,,,
BRIDGELAND/RIVERSIDE,2023,Violence  'Other' (Non-domestic),15,,,,,,
BRIDGELAND/RIVERSIDE,2024,Assault (Non-domestic),53,,,,,,
BRIDGELAND/RIVERSIDE,2024,Break & Enter - Commercial,41,,,,,,
BRIDGELAND/RIVERSIDE,2024,Break & Enter - Dwelling,13,,,,,,
BRIDGELAND/RIVERSIDE,2024,Break & Enter - Other Premises,29,,,,,,
BRIDGELAND/RIVERSIDE,2024,Commercial Robbery,2,,,,,,
BRIDGELAND/RIVERSIDE,2024,Street Robbery,16,,,,,,
BRIDGELAND/RIVERSIDE,2024,Theft FROM Vehicle,62,,,,,,
BRIDGELAND/RIVERSIDE,2024,Theft OF Vehicle,28,,,,,,
BRIDGELAND/RIVERSIDE,2024,Violence  'Other' (Non-domestic),17,,,,,,
BRIDLEWOOD,2018,Assault (Non-domestic),11,,,,,,
BRIDLEWOOD,2018,Break & Enter - Commercial,19,,,,,,
BRIDLEWOOD,2018,Break & Enter - Dwelling,8,,,,,,
BRIDLEWOOD,2018,Break & Enter - Other Premises,8,,,,,,
BRIDLEWOOD,2018,Commercial Robbery,1,,,,,,
BRIDLEWOOD,2018,Theft FROM Vehicle,54,,,,,,
BRIDLEWOOD,2018,Theft OF Vehicle,30,,,,,,
BRIDLEWOOD,2018,Violence  'Other' (Non-domestic),11,,,,,,
BRIDLEWOOD,2019,Assault (Non-domestic),9,,,,,,
BRIDLEWOOD,2019,Break & Enter - Commercial,11,,,,,,
BRIDLEWOOD,2019,Break & Enter - Dwelling,17,,,,,,
BRIDLEWOOD,2019,Break & Enter - Other Premises,4,,,,,,
BRIDLEWOOD,2019,Commercial Robbery,2,,,,,,
BRIDLEWOOD,2019,Theft FROM Vehicle,52,,,,,,
BRIDLEWOOD,2019,Theft OF Vehicle,25,,,,,,
BRIDLEWOOD,2019,Violence  'Other' (Non-domestic),8,,,,,,
BRIDLEWOOD,2020,Assault (Non-domestic),11,,,,,,
BRIDLEWOOD,2020,Break & Enter - Commercial,4,,,,,,
BRIDLEWOOD,2020,Break & Enter - Dwelling,2,,,,,,
BRIDLEWOOD,2020,Break & Enter - Other Premises,7,,,,,,
BRIDLEWOOD,2020,Street Robbery,1,,,,,,
BRIDLEWOOD,2020,Theft FROM Vehicle,38,,,,,,
BRIDLEWOOD,2020,Theft OF Vehicle,15,,,,,,
BRIDLEWOOD,2020,Violence  'Other' (Non-domestic),5,,,,,,
BRIDLEWOOD,2021,Assault (Non-domestic),6,,,,,,
BRIDLEWOOD,2021,Break & Enter - Commercial,2,,,,,,
BRIDLEWOOD,2021,Break & Enter - Dwelling,10,,,,,,
BRIDLEWOOD,2021,Break & Enter - Other Premises,2,,,,,,
BRIDLEWOOD,2021,Commercial Robbery,2,,,,,,
BRIDLEWOOD,2021,Street Robbery,2,,,,,,
BRIDLEWOOD,2021,Theft FROM Vehicle,24,,,,,,
BRIDLEWOOD,2021,Theft OF Vehicle,7,,,,,,
BRIDLEWOOD,2021,Violence  'Other' (Non-domestic),10,,,,,,
BRIDLEWOOD,2022,Assault (Non-domestic),9,,,,,,
BRIDLEWOOD,2022,Break & Enter - Commercial,4,,,,,,
BRIDLEWOOD,2022,Break & Enter - Dwelling,5,,,,,,
BRIDLEWOOD,2022,Street Robbery,1,,,,,,
BRIDLEWOOD,2022,Theft FROM Vehicle,24,,,,,,
BRIDLEWOOD,2022,Theft OF Vehicle,12,,,,,,
BRIDLEWOOD,2022,Violence  'Other' (Non-domestic),8,,,,,,
BRIDLEWOOD,2023,Assault (Non-domestic),17,,,,,,
BRIDLEWOOD,2023,Break & Enter - Commercial,10,,,,,,
BRIDLEWOOD,2023,Break & Enter - Dwelling,7,,,,,,
BRIDLEWOOD,2023,Break & Enter - Other Premises,1,,,,,,
BRIDLEWOOD,2023,Commercial Robbery,1,,,,,,
BRIDLEWOOD,2023,Street Robbery,1,,,,,,
BRIDLEWOOD,2023,Theft FROM Vehicle,13,,,,,,
BRIDLEWOOD,2023,Theft OF Vehicle,8,,,,,,
BRIDLEWOOD,2023,Violence  'Other' (Non-domestic),12,,,,,,
BRIDLEWOOD,2024,Assault (Non-domestic),7,,,,,,
BRIDLEWOOD,2024,Break & Enter - Commercial,1,,,,,,
BRIDLEWOOD,2024,Break & Enter - Dwelling,5,,,,,,
BRIDLEWOOD,2024,Break & Enter - Other Premises,2,,,,,,
BRIDLEWOOD,2024,Commercial Robbery,2,,,,,,
BRIDLEWOOD,2024,Street Robbery,1,,,,,,
BRIDLEWOOD,2024,Theft FROM Vehicle,14,,,,,,
BRIDLEWOOD,2024,Theft OF Vehicle,13,,,,,,
BRIDLEWOOD,2024,Violence  'Other' (Non-domestic),10,,,,,,
BRITANNIA,2018,Assault (Non-domestic),1,,,,,,
BRITANNIA,2018,Break & Enter - Commercial,4,,,,,,
BRITANNIA,2018,Break & Enter - Dwelling,9,,,,,,
BRITANNIA,2018,Theft FROM Vehicle,21,,,,,,
BRITANNIA,2018,Theft OF Vehicle,2,,,,,,
BRITANNIA,2018,Violence  'Other' (Non-domestic),1,,,,,,
BRITANNIA,2019,Assault (Non-domestic),3,,,,,,
BRITANNIA,2019,Break & Enter - Commercial,2,,,,,,
BRITANNIA,2019,Break & Enter - Dwelling,4,,,,,,
BRITANNIA,2019,Street Robbery,1,,,,,,
BRITANNIA,2019,Theft FROM Vehicle,8,,,,,,
BRITANNIA,2020,Break & Enter - Commercial,3,,,,,,
BRITANNIA,2020,Break & Enter - Dwelling,2,,,,,,
BRITANNIA,2020,Theft FROM Vehicle,11,,,,,,
BRITANNIA,2020,Theft OF Vehicle,4,,,,,,
BRITANNIA,2020,Violence  'Other' (Non-domestic),1,,,,,,
BRITANNIA,2021,Assault (Non-domestic),1,,,,,,
BRITANNIA,2021,Break & Enter - Dwelling,4,,,,,,
BRITANNIA,2021,Theft FROM Vehicle,6,,,,,,
BRITANNIA,2021,Theft OF Vehicle,2,,,,,,
BRITANNIA,2022,Break & Enter - Commercial,13,,,,,,
BRITANNIA,2022,Break & Enter - Dwelling,6,,,,,,
BRITANNIA,2022,Theft FROM Vehicle,7,,,,,,
BRITANNIA,2022,Theft OF Vehicle,2,,,,,,
BRITANNIA,2023,Break & Enter - Commercial,5,,,,,,
BRITANNIA,2023,Break & Enter - Dwelling,4,,,,,,
BRITANNIA,2023,Theft FROM Vehicle,4,,,,,,
BRITANNIA,2023,Theft OF Vehicle,2,,,,,,
BRITANNIA,2024,Break & Enter - Dwelling,4,,,,,,
BRITANNIA,2024,Theft FROM Vehicle,6,,,,,,
BRITANNIA,2024,Theft OF Vehicle,1,,,,,,
BRITANNIA,2024,Violence  'Other' (Non-domestic),1,,,,,,
BURNS INDUSTRIAL,2018,Assault (Non-domestic),3,,,,,,
BURNS INDUSTRIAL,2018,Break & Enter - Commercial,29,,,,,,
BURNS INDUSTRIAL,2018,Break & Enter - Other Premises,1,,,,,,
BURNS INDUSTRIAL,2018,Theft FROM Vehicle,34,,,,,,
BURNS INDUSTRIAL,2018,Theft OF Vehicle,20,,,,,,
BURNS INDUSTRIAL,2018,Violence  'Other' (Non-domestic),7,,,,,,
BURNS INDUSTRIAL,2019,Assault (Non-domestic),4,,,,,,
BURNS INDUSTRIAL,2019,Break & Enter - Commercial,23,,,,,,
BURNS INDUSTRIAL,2019,Commercial Robbery,1,,,,,,
BURNS INDUSTRIAL,2019,Theft FROM Vehicle,29,,,,,,
BURNS INDUSTRIAL,2019,Theft OF Vehicle,16,,,,,,
BURNS INDUSTRIAL,2019,Violence  'Other' (Non-domestic),9,,,,,,
BURNS INDUSTRIAL,2020,Assault (Non-domestic),2,,,,,,
BURNS INDUSTRIAL,2020,Break & Enter - Commercial,27,,,,,,
BURNS INDUSTRIAL,2020,Theft FROM Vehicle,36,,,,,,
BURNS INDUSTRIAL,2020,Theft OF Vehicle,7,,,,,,
BURNS INDUSTRIAL,2020,Violence  'Other' (Non-domestic),8,,,,,,
BURNS INDUSTRIAL,2021,Assault (Non-domestic),5,,,,,,
BURNS INDUSTRIAL,2021,Break & Enter - Commercial,21,,,,,,
BURNS INDUSTRIAL,2021,Theft FROM Vehicle,27,,,,,,
BURNS INDUSTRIAL,2021,Theft OF Vehicle,6,,,,,,
BURNS INDUSTRIAL,2021,Violence  'Other' (Non-domestic),2,,,,,,
BURNS INDUSTRIAL,2022,Assault (Non-domestic),4,,,,,,
BURNS INDUSTRIAL,2022,Break & Enter - Commercial,19,,,,,,
BURNS INDUSTRIAL,2022,Theft FROM Vehicle,23,,,,,,
BURNS INDUSTRIAL,2022,Theft OF Vehicle,10,,,,,,
BURNS INDUSTRIAL,2022,Violence  'Other' (Non-domestic),1,,,,,,
BURNS INDUSTRIAL,2023,Assault (Non-domestic),3,,,,,,
BURNS INDUSTRIAL,2023,Break & Enter - Commercial,18,,,,,,
BURNS INDUSTRIAL,2023,Break & Enter - Dwelling,1,,,,,,
BURNS INDUSTRIAL,2023,Theft FROM Vehicle,13,,,,,,
BURNS INDUSTRIAL,2023,Theft OF Vehicle,8,,,,,,
BURNS INDUSTRIAL,2023,Violence  'Other' (Non-domestic),3,,,,,,
BURNS INDUSTRIAL,2024,Assault (Non-domestic),1,,,,,,
BURNS INDUSTRIAL,2024,Break & Enter - Commercial,18,,,,,,
BURNS INDUSTRIAL,2024,Break & Enter - Dwelling,1,,,,,,
BURNS INDUSTRIAL,2024,Theft FROM Vehicle,13,,,,,,
BURNS INDUSTRIAL,2024,Theft OF Vehicle,7,,,,,,
BURNS INDUSTRIAL,2024,Violence  'Other' (Non-domestic),4,,,,,,
CALGARY INTERNATIONAL AIRPORT,2018,Assault (Non-domestic),15,,,,,,
CALGARY INTERNATIONAL AIRPORT,2018,Break & Enter - Commercial,12,,,,,,
CALGARY INTERNATIONAL AIRPORT,2018,Theft FROM Vehicle,59,,,,,,
CALGARY INTERNATIONAL AIRPORT,2018,Theft OF Vehicle,50,,,,,,
CALGARY INTERNATIONAL AIRPORT,2018,Violence  'Other' (Non-domestic),16,,,,,,
CALGARY INTERNATIONAL AIRPORT,2019,Assault (Non-domestic),17,,,,,,
CALGARY INTERNATIONAL AIRPORT,2019,Break & Enter - Commercial,9,,,,,,
CALGARY INTERNATIONAL AIRPORT,2019,Break & Enter - Other Premises,2,,,,,,
CALGARY INTERNATIONAL AIRPORT,2019,Commercial Robbery,1,,,,,,
CALGARY INTERNATIONAL AIRPORT,2019,Street Robbery,2,,,,,,
CALGARY INTERNATIONAL AIRPORT,2019,Theft FROM Vehicle,44,,,,,,
CALGARY INTERNATIONAL AIRPORT,2019,Theft OF Vehicle,47,,,,,,
CALGARY INTERNATIONAL AIRPORT,2019,Violence  'Other' (Non-domestic),7,,,,,,
CALGARY INTERNATIONAL AIRPORT,2020,Assault (Non-domestic),6,,,,,,
CALGARY INTERNATIONAL AIRPORT,2020,Break & Enter - Commercial,11,,,,,,
CALGARY INTERNATIONAL AIRPORT,2020,Street Robbery,1,,,,,,
CALGARY INTERNATIONAL AIRPORT,2020,Theft FROM Vehicle,44,,,,,,
CALGARY INTERNATIONAL AIRPORT,2020,Theft OF Vehicle,43,,,,,,
CALGARY INTERNATIONAL AIRPORT,2020,Violence  'Other' (Non-domestic),3,,,,,,
CALGARY INTERNATIONAL AIRPORT,2021,Assault (Non-domestic),11,,,,,,
CALGARY INTERNATIONAL AIRPORT,2021,Break & Enter - Commercial,3,,,,,,
CALGARY INTERNATIONAL AIRPORT,2021,Street Robbery,1,,,,,,
CALGARY INTERNATIONAL AIRPORT,2021,Theft FROM Vehicle,36,,,,,,
CALGARY INTERNATIONAL AIRPORT,2021,Theft OF Vehicle,54,,,,,,
CALGARY INTERNATIONAL AIRPORT,2021,Violence  'Other' (Non-domestic),8,,,,,,
CALGARY INTERNATIONAL AIRPORT,2022,Assault (Non-domestic),22,,,,,,
CALGARY INTERNATIONAL AIRPORT,2022,Break & Enter - Commercial,9,,,,,,
CALGARY INTERNATIONAL AIRPORT,2022,Street Robbery,1,,,,,,
CALGARY INTERNATIONAL AIRPORT,2022,Theft FROM Vehicle,88,,,,,,
CALGARY INTERNATIONAL AIRPORT,2022,Theft OF Vehicle,68,,,,,,
CALGARY INTERNATIONAL AIRPORT,2022,Violence  'Other' (Non-domestic),9,,,,,,
CALGARY INTERNATIONAL AIRPORT,2023,Assault (Non-domestic),25,,,,,,
CALGARY INTERNATIONAL AIRPORT,2023,Break & Enter - Commercial,11,,,,,,
CALGARY INTERNATIONAL AIRPORT,2023,Street Robbery,3,,,,,,
CALGARY INTERNATIONAL AIRPORT,2023,Theft FROM Vehicle,121,,,,,,
CALGARY INTERNATIONAL AIRPORT,2023,Theft OF Vehicle,87,,,,,,
CALGARY INTERNATIONAL AIRPORT,2023,Violence  'Other' (Non-domestic),18,,,,,,
CALGARY INTERNATIONAL AIRPORT,2024,Assault (Non-domestic),15,,,,,,
CALGARY INTERNATIONAL AIRPORT,2024,Break & Enter - Commercial,11,,,,,,
CALGARY INTERNATIONAL AIRPORT,2024,Break & Enter - Other Premises,1,,,,,,
CALGARY INTERNATIONAL AIRPORT,2024,Commercial Robbery,1,,,,,,
CALGARY INTERNATIONAL AIRPORT,2024,Street Robbery,1,,,,,,
CALGARY INTERNATIONAL AIRPORT,2024,Theft FROM Vehicle,69,,,,,,
CALGARY INTERNATIONAL AIRPORT,2024,Theft OF Vehicle,86,,,,,,
CALGARY INTERNATIONAL AIRPORT,2024,Violence  'Other' (Non-domestic),14,,,,,,
CAMBRIAN HEIGHTS,2018,Assault (Non-domestic),3,,,,,,
CAMBRIAN HEIGHTS,2018,Break & Enter - Commercial,3,,,,,,
CAMBRIAN HEIGHTS,2018,Break & Enter - Dwelling,12,,,,,,
CAMBRIAN HEIGHTS,2018,Break & Enter - Other Premises,7,,,,,,
CAMBRIAN HEIGHTS,2018,Theft FROM Vehicle,30,,,,,,
CAMBRIAN HEIGHTS,2018,Theft OF Vehicle,17,,,,,,
CAMBRIAN HEIGHTS,2018,Violence  'Other' (Non-domestic),2,,,,,,
CAMBRIAN HEIGHTS,2019,Assault (Non-domestic),3,,,,,,
CAMBRIAN HEIGHTS,2019,Break & Enter - Commercial,6,,,,,,
CAMBRIAN HEIGHTS,2019,Break & Enter - Dwelling,3,,,,,,
CAMBRIAN HEIGHTS,2019,Break & Enter - Other Premises,4,,,,,,
CAMBRIAN HEIGHTS,2019,Street Robbery,1,,,,,,
CAMBRIAN HEIGHTS,2019,Theft FROM Vehicle,23,,,,,,
CAMBRIAN HEIGHTS,2019,Theft OF Vehicle,8,,,,,,
CAMBRIAN HEIGHTS,2020,Assault (Non-domestic),3,,,,,,
CAMBRIAN HEIGHTS,2020,Break & Enter - Commercial,4,,,,,,
CAMBRIAN HEIGHTS,2020,Break & Enter - Dwelling,6,,,,,,
CAMBRIAN HEIGHTS,2020,Break & Enter - Other Premises,10,,,,,,
CAMBRIAN HEIGHTS,2020,Street Robbery,1,,,,,,
CAMBRIAN HEIGHTS,2020,Theft FROM Vehicle,12,,,,,,
CAMBRIAN HEIGHTS,2020,Theft OF Vehicle,5,,,,,,
CAMBRIAN HEIGHTS,2020,Violence  'Other' (Non-domestic),2,,,,,,
CAMBRIAN HEIGHTS,2021,Assault (Non-domestic),3,,,,,,
CAMBRIAN HEIGHTS,2021,Break & Enter - Commercial,5,,,,,,
CAMBRIAN HEIGHTS,2021,Break & Enter - Dwelling,3,,,,,,
CAMBRIAN HEIGHTS,2021,Break & Enter - Other Premises,3,,,,,,
CAMBRIAN HEIGHTS,2021,Theft FROM Vehicle,18,,,,,,
CAMBRIAN HEIGHTS,2021,Theft OF Vehicle,4,,,,,,
CAMBRIAN HEIGHTS,2021,Violence  'Other' (Non-domestic),1,,,,,,
CAMBRIAN HEIGHTS,2022,Assault (Non-domestic),2,,,,,,
CAMBRIAN HEIGHTS,2022,Break & Enter - Commercial,6,,,,,,
CAMBRIAN HEIGHTS,2022,Break & Enter - Dwelling,3,,,,,,
CAMBRIAN HEIGHTS,2022,Break & Enter - Other Premises,8,,,,,,
CAMBRIAN HEIGHTS,2022,Theft FROM Vehicle,21,,,,,,
CAMBRIAN HEIGHTS,2022,Theft OF Vehicle,6,,,,,,
CAMBRIAN HEIGHTS,2022,Violence  'Other' (Non-domestic),3,,,,,,
CAMBRIAN HEIGHTS,2023,Assault (Non-domestic),2,,,,,,
CAMBRIAN HEIGHTS,2023,Break & Enter - Dwelling,5,,,,,,
CAMBRIAN HEIGHTS,2023,Break & Enter - Other Premises,1,,,,,,
CAMBRIAN HEIGHTS,2023,Commercial Robbery,1,,,,,,
CAMBRIAN HEIGHTS,2023,Theft FROM Vehicle,12,,,,,,
CAMBRIAN HEIGHTS,2023,Theft OF Vehicle,8,,,,,,
CAMBRIAN HEIGHTS,2024,Assault (Non-domestic),3,,,,,,
CAMBRIAN HEIGHTS,2024,Break & Enter - Dwelling,1,,,,,,
CAMBRIAN HEIGHTS,2024,Break & Enter - Other Premises,1,,,,,,
CAMBRIAN HEIGHTS,2024,Theft FROM Vehicle,9,,,,,,
CAMBRIAN HEIGHTS,2024,Theft OF Vehicle,4,,,,,,
CAMBRIAN HEIGHTS,2024,Violence  'Other' (Non-domestic),1,,,,,,
CANADA OLYMPIC PARK,2018,Break & Enter - Other Premises,1,,,,,,
CANADA OLYMPIC PARK,2018,Theft FROM Vehicle,7,,,,,,
CANADA OLYMPIC PARK,2018,Violence  'Other' (Non-domestic),3,,,,,,
CANADA OLYMPIC PARK,2019,Break & Enter - Commercial,5,,,,,,
CANADA OLYMPIC PARK,2019,Theft FROM Vehicle,4,,,,,,
CANADA OLYMPIC PARK,2019,Violence  'Other' (Non-domestic),1,,,,,,
CANADA OLYMPIC PARK,2020,Assault (Non-domestic),1,,,,,,
CANADA OLYMPIC PARK,2020,Break & Enter - Commercial,4,,,,,,
CANADA OLYMPIC PARK,2020,Theft FROM Vehicle,3,,,,,,
CANADA OLYMPIC PARK,2020,Theft OF Vehicle,1,,,,,,
CANADA OLYMPIC PARK,2020,Violence  'Other' (Non-domestic),3,,,,,,
CANADA OLYMPIC PARK,2021,Assault (Non-domestic),2,,,,,,
CANADA OLYMPIC PARK,2021,Break & Enter - Commercial,4,,,,,,
CANADA OLYMPIC PARK,2022,Assault (Non-domestic),1,,,,,,
CANADA OLYMPIC PARK,2023,Assault (Non-domestic),1,,,,,,
